Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Software risk management","ESEC '89","","","","10.1007/3-540-51635-2_29","Barry Boehm","1989","http://link.springer.com/chapter/10.1007/3-540-51635-2_29","Chapter"
"Verkehrssicherheit","VDI-Buch","","","","10.1007/978-3-540-71033-2","Eckehard SchniederLars Schnieder","2013","http://link.springer.com/book/10.1007/978-3-540-71033-2","Book"
"Introduction","Software Process Definition and Management","","","","10.1007/978-3-642-24291-5_1","Jürgen MünchOve ArmbrustMartin KowalczykMartín Soto","2012","http://link.springer.com/chapter/10.1007/978-3-642-24291-5_1","Chapter"
"Interoperability Tools","Accelerating Global Supply Chains with IT-Innovation","","","","10.1007/978-3-642-15669-4_12","Slawomir UlankiewiczStefan HenningssonNiels Bjørn-AndersenBarbara Flügge","2011","http://link.springer.com/chapter/10.1007/978-3-642-15669-4_12","Chapter"
"Potential Concerns and Common Benefits of Cloud-Based Enterprise Resource Planning (ERP)","Cloud Computing","","","","10.1007/978-1-4471-5107-4_9","S. Parthasarathy","2013","http://link.springer.com/chapter/10.1007/978-1-4471-5107-4_9","Chapter"
"System Design and FPGA Implementation for Cognitive Radio Wireless Devices","Cognitive Radio and its Application for Next Generation Cellular and Wireless Networks","","","","10.1007/978-94-007-1827-2_15","Georgina KalogeridouNicolas SklavosParis Kitsos","2012","http://link.springer.com/chapter/10.1007/978-94-007-1827-2_15","Chapter"
"Statistical Model Checking for Composite Actor Systems","Recent Trends in Algebraic Development Techniques","","","","10.1007/978-3-642-37635-1_9","Jonas EckhardtTobias MühlbauerJosé MeseguerMartin Wirsing","2013","http://link.springer.com/chapter/10.1007/978-3-642-37635-1_9","Chapter"
"Distributed Intelligent Surveillance Systems Modeling for Performance Evaluation","Innovations in Defence Support Systems – 3","","","","10.1007/978-3-642-18278-5_2","Stefano MaludrottuAlessio DoreCarlo S. Regazzoni","2011","http://link.springer.com/chapter/10.1007/978-3-642-18278-5_2","Chapter"
"A Confidentiality Model for Ontologies","The Semantic Web – ISWC 2013","","","","10.1007/978-3-642-41335-3_2","Piero A. BonattiLuigi Sauro","2013","http://link.springer.com/chapter/10.1007/978-3-642-41335-3_2","Chapter"
"Testing a Software Product Line","Testing Techniques in Software Engineering","","","","10.1007/978-3-642-14335-9_4","John D. McGregor","2010","http://link.springer.com/chapter/10.1007/978-3-642-14335-9_4","Chapter"
"Utilizing Active Knowledge Models in an Infrastructure for Virtual Enterprises","Collaborative Business Ecosystems and Virtual Enterprises","","","","10.1007/978-0-387-35585-6_38","Frank LillehagenEinar DehliLasse FjeldJohn KrogstieHåvard Dingstad Jørgensen","2002","http://link.springer.com/chapter/10.1007/978-0-387-35585-6_38","Chapter"
"From Patient Information Services to Patient Guidance Services-The iCare Approach","Internet of Things and Inter-cooperative Computational Technologies for Collective Intelligence","","","","10.1007/978-3-642-34952-2_17","D. TektonidisA. BokmaE. KaldoudiAdamantios Koumpis","2013","http://link.springer.com/chapter/10.1007/978-3-642-34952-2_17","Chapter"
"Domain-Specific Languages for Enterprise Systems","Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change","","","","10.1007/978-3-662-45234-9_6","Jesper AndersenPatrick BahrFritz HengleinTom Hvitved","2014","http://link.springer.com/chapter/10.1007/978-3-662-45234-9_6","Chapter"
"The Role of Collaborative Networks in Sustainability","Collaborative Networks for a Sustainable World","","","","10.1007/978-3-642-15961-9_1","Luis M. Camarinha-MatosHamideh AfsarmaneshXavier Boucher","2010","http://link.springer.com/chapter/10.1007/978-3-642-15961-9_1","Chapter"
"Extended KAOS Method to Model Variability in Requirements","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-642-14819-4_14","Farida SemmakChristophe GnahoRégine Laleau","2010","http://link.springer.com/chapter/10.1007/978-3-642-14819-4_14","Chapter"
"Book reviews","Artificial Intelligence Review","","2","4","10.1007/BF00138818","Tony DoddLeonard BolcPaul TaylorJudith WustermanBlay WhitbyCarlton McDonaldJ. GarwoodJim SholicarWendy J. MilneM. PengellyTony PriestAntony GaltonMahesan NiranjanD. RaintonJ. R. ThomasSteve Hedges","1988","http://link.springer.com/article/10.1007/BF00138818","Article"
"Modular Reasoning in Object-Oriented Programming","Verified Software: Theories, Tools, Experiments","","","","10.1007/978-3-540-69149-5_13","David A. Naumann","2008","http://link.springer.com/chapter/10.1007/978-3-540-69149-5_13","Chapter"
"Service-Oriented Architecture","Services Computing","","","","10.1007/978-3-540-38284-3_5","","2007","http://link.springer.com/chapter/10.1007/978-3-540-38284-3_5","Chapter"
"Multiagent System Approach for Dynamic Lot-Sizing in Supply Chains","Trends in Supply Chain Design and Management","","","","10.1007/978-1-84628-607-0_13","Seokcheon LeeSoundar Kumara","2007","http://link.springer.com/chapter/10.1007/978-1-84628-607-0_13","Chapter"
"Secure Gateway of Internet of Things Based on AppWeb and Secure Sockets Layer for Intelligent Granary Management System","Computer and Computing Technologies in Agriculture VII","","","","10.1007/978-3-642-54344-9_10","Rong TaoSenbin YangWei TanChangqing Zhang","2014","http://link.springer.com/chapter/10.1007/978-3-642-54344-9_10","Chapter"
"Self-Organisation: Paradigms and Applications","Engineering Self-Organising Systems","","","","10.1007/978-3-540-24701-2_1","Giovanna Di Marzo SerugendoNoria FoukiaSalima HassasAnthony KarageorgosSoraya Kouadri MostéfaouiOmer F. RanaMihaela UlieruPaul ValckenaersChris Van Aart","2004","http://link.springer.com/chapter/10.1007/978-3-540-24701-2_1","Chapter"
"Integrating On-Line Performance Visualization and Real-Time System Design","Real-Time Systems","","30","3","10.1007/s11241-005-2745-2","Aleksandar M. BakićMatt W. Mutka","2005","http://link.springer.com/article/10.1007/s11241-005-2745-2","Article"
"Modeling the Organizational Regulatory Space: A Joint Design Approach","The Practice of Enterprise Modeling","","","","10.1007/978-3-642-41641-5_15","João BarataPaulo Rupino da Cunha","2013","http://link.springer.com/chapter/10.1007/978-3-642-41641-5_15","Chapter"
"Driver Recognition System Using FNN and Statistical Methods","Advances for In-Vehicle and Mobile Systems","","","","10.1007/978-0-387-45976-9_2","Abdul WahabTan Chin KeongHüseyin AbutKazuya Takeda","2007","http://link.springer.com/chapter/10.1007/978-0-387-45976-9_2","Chapter"
"Foundations and Tools for End-User Architecting","Large-Scale Complex IT Systems. Development, Operation and Management","","","","10.1007/978-3-642-34059-8_9","David GarlanVishal DwivediIvan RuchkinBradley Schmerl","2012","http://link.springer.com/chapter/10.1007/978-3-642-34059-8_9","Chapter"
"Evidence-Based Software Processes","New Modeling Concepts for Today’s Software Processes","","","","10.1007/978-3-642-14347-2_7","Barry BoehmJo Ann Lane","2010","http://link.springer.com/chapter/10.1007/978-3-642-14347-2_7","Chapter"
"Coherent investigation of nuclear data at CEA DAM: Theoretical models, experiments and evaluated data","The European Physical Journal A","","48","8","10.1140/epja/i2012-12113-7","E. BaugeG. BélierJ. CartierA. ChatillonJ. M. DaugasJ. P. DelarocheP. Dossantos-UzarraldeH. DuarteN. DubrayM. Ducauze-PhilippeL. GaudefroyG. GosselinT. GranierS. HilaireHuu-Tai P. ChauJ. M. Laborie","2012","http://link.springer.com/article/10.1140/epja/i2012-12113-7","Article"
"An Adaptive Cyberinfrastructure for Threat Management in Urban Water Distribution Systems","Computational Science – ICCS 2006","","","","10.1007/11758532_54","Kumar MahinthakumarGregor von LaszewskiRanji RanjithanDowney BrillJim UberKen HarrisonSarat SreepathiEmily Zechman","2006","http://link.springer.com/chapter/10.1007/11758532_54","Chapter"
"The Offshoring Industry in India: Moving Up the Value Chain?","Innovation in India","","","","10.1057/9781137268556_4","Doris Rajakumari John","2012","http://link.springer.com/chapter/10.1057/9781137268556_4","Chapter"
"The triple value model: a systems approach to sustainable solutions","Clean Technologies and Environmental Policy","","16","4","10.1007/s10098-013-0696-1","Joseph FikselRandy BruinsAnnette GatchettAlice GillilandMarilyn ten Brink","2014","http://link.springer.com/article/10.1007/s10098-013-0696-1","Article"
"Strategies in controlling, coordinating and adapting performance in air traffic control: modelling ‘loss of control’ events","Cognition, Technology & Work","","15","2","10.1007/s10111-011-0209-0","Tom KontogiannisStathis Malakis","2013","http://link.springer.com/article/10.1007/s10111-011-0209-0","Article"
"Abstracts","Blätter der DGVFM","","31","1","10.1007/s11857-010-0103-5","","2010","http://link.springer.com/article/10.1007/s11857-010-0103-5","Article"
"Learning from Deployment Experience","Wireless Sensor Networks","","","","10.1007/978-1-4419-5834-1_2","Elena GauraMichael AllenLewis GirodGeoffrey ChallenJames Brusey","2010","http://link.springer.com/chapter/10.1007/978-1-4419-5834-1_2","Chapter"
"Tools and Verification","Rigorous Software Engineering for Service-Oriented Systems","","","","10.1007/978-3-642-20401-2_19","Massimo BartolettiLuis CairesIvan LaneseFranco MazzantiDavide SangiorgiHugo Torres VieiraRoberto Zunino","2011","http://link.springer.com/chapter/10.1007/978-3-642-20401-2_19","Chapter"
"Policy Driven Business Performance Management","Utility Computing","","","","10.1007/978-3-540-30184-4_5","Jun-Jang JengHenry ChangKumar Bhaskaran","2004","http://link.springer.com/chapter/10.1007/978-3-540-30184-4_5","Chapter"
"An Ontological Approach to Connecting SOA Implementations","E-Technologies: Innovation in an Open World","","","","10.1007/978-3-642-01187-0_4","Wesley McGregor","2009","http://link.springer.com/chapter/10.1007/978-3-642-01187-0_4","Chapter"
"Making Apps Useable on Multiple Different Mobile Platforms: On Interoperability for Business Application Development on Smartphones","Multidisciplinary Research and Practice for Information Systems","","","","10.1007/978-3-642-32498-7_14","Andreas HolzingerPeter TreitlerWolfgang Slany","2012","http://link.springer.com/chapter/10.1007/978-3-642-32498-7_14","Chapter"
"Business Process Management and Telecommunications","Control and Adaptation in Telecommunication Systems","","","","10.1007/978-3-642-20614-6_11","Vladimir PopovskijAlexander BarkalovLarysa Titarenko","2011","http://link.springer.com/chapter/10.1007/978-3-642-20614-6_11","Chapter"
"Design in UML Oriented at QoS","Real-time Systems' Quality of Service","","","","10.1007/978-1-84882-848-3_7","","2010","http://link.springer.com/chapter/10.1007/978-1-84882-848-3_7","Chapter"
"Mass Customization of Software Products","Growing Modular","","","","10.1007/3-540-27430-8_5","","2005","http://link.springer.com/chapter/10.1007/3-540-27430-8_5","Chapter"
"Introduction to the world of systems, problems, and solutions","Real-Time Object Uniform Design Methodology with UML","","","","10.1007/978-1-4020-5977-3_1","","2007","http://link.springer.com/chapter/10.1007/978-1-4020-5977-3_1","Chapter"
"Architecting Dynamic Reconfiguration in Dependable Systems","Architecting Dependable Systems IV","","","","10.1007/978-3-540-74035-3_11","Antônio Tadeu A. GomesThais V. BatistaAckbar JooliaGeoff Coulson","2007","http://link.springer.com/chapter/10.1007/978-3-540-74035-3_11","Chapter"
"Verification of EB3 Specifications Using CADP","Integrated Formal Methods","","","","10.1007/978-3-642-38613-8_5","Dimitris VekrisFrédéric LangCatalin DimaRadu Mateescu","2013","http://link.springer.com/chapter/10.1007/978-3-642-38613-8_5","Chapter"
"Information Requirements for Enterprise Systems","Large-Scale Complex IT Systems. Development, Operation and Management","","","","10.1007/978-3-642-34059-8_14","Ian SommervilleRussell LockTim Storer","2012","http://link.springer.com/chapter/10.1007/978-3-642-34059-8_14","Chapter"
"The First Object Oriented Monitor for Intravenous Anesthesia","Journal of Clinical Monitoring and Computing","","16","1","10.1023/A:1009904805940","Francis R. L. CantraineEdouard J. A. Coussaert","2000","http://link.springer.com/article/10.1023/A%3A1009904805940","Article"
"Schritte in die künftige Mobilität","","","","","10.1007/978-3-8349-4308-8","Heike ProffWerner PaschaJörg SchönhartingDieter Schramm","2013","http://link.springer.com/book/10.1007/978-3-8349-4308-8","Book"
"Towards a Quality Model for Semantic Technologies","Computational Science and Its Applications - ICCSA 2011","","","","10.1007/978-3-642-21934-4_21","Filip RadulovicRaúl García-Castro","2011","http://link.springer.com/chapter/10.1007/978-3-642-21934-4_21","Chapter"
"Non-null References by Default in Java: Alleviating the Nullity Annotation Burden","ECOOP 2007 – Object-Oriented Programming","","","","10.1007/978-3-540-73589-2_12","Patrice ChalinPerry R. James","2007","http://link.springer.com/chapter/10.1007/978-3-540-73589-2_12","Chapter"
"Predicting WCET of automotive software running on virtual machine monitors","International Journal of Automotive Technology","","13","2","10.1007/s12239-012-0031-6","J. YooJ. LeeY. ParkS. Hong","2012","http://link.springer.com/article/10.1007/s12239-012-0031-6","Article"
"Book reviews","Journal of Labor Research","","16","1","10.1007/BF02685716","Howard G. FosterAnthony GilesClifford B. DonnDavid MeyerKoji TairaMegan E. Mowrey","1995","http://link.springer.com/article/10.1007/BF02685716","Article"
"HelpMate®, the trackless robotic courier: A perspective on the development of a commercial autonomous mobile robot","Autonomous Robotic Systems","","","","10.1007/BFb0030806","John M. EvansBala Krishnamurthy","1998","http://link.springer.com/chapter/10.1007/BFb0030806","Chapter"
"Object Petri Nets","Lectures on Concurrency and Petri Nets","","","","10.1007/978-3-540-27755-2_23","Rüdiger Valk","2004","http://link.springer.com/chapter/10.1007/978-3-540-27755-2_23","Chapter"
"Handbuch der Mess- und Automatisierungstechnik im Automobil","VDI-Buch","","","","10.1007/3-540-29980-7","Prof. Dr.-Ing. Hans-Jürgen GevatterProf. Dr.-Ing. Ulrich Grünhaupt","2006","http://link.springer.com/book/10.1007/3-540-29980-7","Book"
"Enhancing Collaboration in ASD-Centric Treatment Environments: A Proposed Architecture","Information Quality in e-Health","","","","10.1007/978-3-642-25364-5_18","Panagiotis GermanakosDimosthenis GeorgiadisMarina BuzziMaria Claudia BuzziClaudia Fenili","2011","http://link.springer.com/chapter/10.1007/978-3-642-25364-5_18","Chapter"
